Rule_name,Customer_type,Customer_ID,Hit_Date
R06,Individual,43,2017/2/4
R11,Individual,34,2017/2/4
R13,Corporate,66,2017/2/4
R06,Individual,3,2017/2/5
R06,Individual,6,2017/2/5
R06,Individual,11,2017/2/5
R06,Individual,14,2017/2/5
R06,Individual,27,2017/2/5
R06,Individual,32,2017/2/5
R06,Individual,37,2017/2/5
R06,Individual,43,2017/2/5
R13,Corporate,66,2017/2/5
R03,Corporate,61,2017/2/6
R03,Corporate,91,2017/2/6
R04,Individual,24,2017/2/6
R05,Corporate,61,2017/2/6
R05,Corporate,91,2017/2/6
R05,Corporate,95,2017/2/6
R06,Individual,3,2017/2/6
R06,Individual,6,2017/2/6
R06,Individual,9,2017/2/6
R06,Individual,11,2017/2/6
R06,Individual,14,2017/2/6
R06,Individual,25,2017/2/6
R06,Individual,27,2017/2/6
R06,Individual,28,2017/2/6
R06,Individual,32,2017/2/6
R06,Individual,37,2017/2/6
R06,Individual,42,2017/2/6
R06,Individual,43,2017/2/6
R06,Individual,45,2017/2/6
R10,Corporate,61,2017/2/6
R10,Corporate,91,2017/2/6
R11,Corporate,61,2017/2/6
R11,Corporate,91,2017/2/6
R13,Corporate,51,2017/2/6
R13,Corporate,61,2017/2/6
R13,Corporate,66,2017/2/6
R13,Corporate,86,2017/2/6
R13,Corporate,88,2017/2/6
R13,Corporate,91,2017/2/6
R13,Corporate,92,2017/2/6
R13,Corporate,95,2017/2/6
R15,Corporate,91,2017/2/6
R16,Corporate,86,2017/2/6
R03,Corporate,60,2017/2/7
R03,Corporate,92,2017/2/7
R05,Corporate,60,2017/2/7
R05,Corporate,95,2017/2/7
R06,Corporate,92,2017/2/7
R06,Individual,3,2017/2/7
R06,Individual,6,2017/2/7
R06,Individual,9,2017/2/7
R06,Individual,11,2017/2/7
R06,Individual,14,2017/2/7
R06,Individual,25,2017/2/7
R06,Individual,27,2017/2/7
R06,Individual,28,2017/2/7
R06,Individual,30,2017/2/7
R06,Individual,31,2017/2/7
R06,Individual,32,2017/2/7
R06,Individual,37,2017/2/7
R06,Individual,42,2017/2/7
R06,Individual,43,2017/2/7
R06,Individual,45,2017/2/7
R06,Individual,47,2017/2/7
R10,Corporate,60,2017/2/7
R10,Corporate,92,2017/2/7
R13,Corporate,60,2017/2/7
R13,Corporate,66,2017/2/7
R13,Corporate,86,2017/2/7
R13,Corporate,90,2017/2/7
R13,Corporate,92,2017/2/7
R13,Corporate,94,2017/2/7
R13,Corporate,95,2017/2/7
R15,Corporate,60,2017/2/7
R16,Corporate,60,2017/2/7
R16,Corporate,86,2017/2/7
R03,Corporate,91,2017/2/8
R03,Corporate,95,2017/2/8
R05,Corporate,91,2017/2/8
R06,Individual,3,2017/2/8
R06,Individual,7,2017/2/8
R06,Individual,9,2017/2/8
R06,Individual,11,2017/2/8
R06,Individual,14,2017/2/8
R06,Individual,25,2017/2/8
R06,Individual,27,2017/2/8
R06,Individual,28,2017/2/8
R06,Individual,30,2017/2/8
R06,Individual,31,2017/2/8
R06,Individual,32,2017/2/8
R06,Individual,37,2017/2/8
R06,Individual,41,2017/2/8
R06,Individual,42,2017/2/8
R06,Individual,43,2017/2/8
R06,Individual,45,2017/2/8
R06,Individual,47,2017/2/8
R10,Corporate,91,2017/2/8
R10,Corporate,95,2017/2/8
R11,Corporate,91,2017/2/8
R11,Corporate,95,2017/2/8
R13,Corporate,51,2017/2/8
R13,Corporate,66,2017/2/8
R13,Corporate,90,2017/2/8
R13,Corporate,91,2017/2/8
R13,Corporate,95,2017/2/8
R15,Corporate,91,2017/2/8
R16,Corporate,86,2017/2/8
R01,Corporate,86,2017/2/9
R01,Corporate,88,2017/2/9
R02,Corporate,86,2017/2/9
R03,Corporate,51,2017/2/9
R03,Corporate,61,2017/2/9
R03,Corporate,100,2017/2/9
R04,Individual,12,2017/2/9
R04,Individual,21,2017/2/9
R05,Corporate,61,2017/2/9
R05,Corporate,100,2017/2/9
R06,Corporate,61,2017/2/9
R06,Individual,2,2017/2/9
R06,Individual,3,2017/2/9
R06,Individual,7,2017/2/9
R06,Individual,9,2017/2/9
R06,Individual,11,2017/2/9
R06,Individual,14,2017/2/9
R06,Individual,21,2017/2/9
R06,Individual,25,2017/2/9
R06,Individual,27,2017/2/9
R06,Individual,28,2017/2/9
R06,Individual,29,2017/2/9
R06,Individual,30,2017/2/9
R06,Individual,31,2017/2/9
R06,Individual,32,2017/2/9
R06,Individual,35,2017/2/9
R06,Individual,36,2017/2/9
R06,Individual,37,2017/2/9
R06,Individual,42,2017/2/9
R06,Individual,43,2017/2/9
R06,Individual,45,2017/2/9
R06,Individual,47,2017/2/9
R10,Corporate,51,2017/2/9
R10,Corporate,61,2017/2/9
R10,Corporate,100,2017/2/9
R11,Corporate,61,2017/2/9
R11,Corporate,100,2017/2/9
R13,Corporate,51,2017/2/9
R13,Corporate,61,2017/2/9
R13,Corporate,66,2017/2/9
R13,Corporate,78,2017/2/9
R13,Corporate,86,2017/2/9
R13,Corporate,88,2017/2/9
R13,Corporate,95,2017/2/9
R13,Corporate,100,2017/2/9
R15,Corporate,51,2017/2/9
R16,Corporate,86,2017/2/9
R03,Corporate,60,2017/2/10
R04,Individual,24,2017/2/10
R05,Corporate,60,2017/2/10
R06,Individual,2,2017/2/10
R06,Individual,3,2017/2/10
R06,Individual,7,2017/2/10
R06,Individual,9,2017/2/10
R06,Individual,11,2017/2/10
R06,Individual,13,2017/2/10
R06,Individual,14,2017/2/10
R06,Individual,21,2017/2/10
R06,Individual,25,2017/2/10
R06,Individual,30,2017/2/10
R06,Individual,31,2017/2/10
R06,Individual,32,2017/2/10
R06,Individual,35,2017/2/10
R06,Individual,37,2017/2/10
R06,Individual,41,2017/2/10
R06,Individual,42,2017/2/10
R06,Individual,45,2017/2/10
R06,Individual,47,2017/2/10
R10,Corporate,60,2017/2/10
R11,Corporate,86,2017/2/10
R11,Corporate,95,2017/2/10
R13,Corporate,60,2017/2/10
R13,Corporate,66,2017/2/10
R13,Corporate,68,2017/2/10
R13,Corporate,78,2017/2/10
R13,Corporate,86,2017/2/10
R13,Corporate,88,2017/2/10
R13,Corporate,95,2017/2/10
R15,Corporate,60,2017/2/10
R16,Corporate,60,2017/2/10
R16,Corporate,86,2017/2/10
R02,Individual,12,2017/2/11
R04,Individual,9,2017/2/11
R06,Individual,2,2017/2/11
R06,Individual,3,2017/2/11
R06,Individual,7,2017/2/11
R06,Individual,9,2017/2/11
R06,Individual,11,2017/2/11
R06,Individual,13,2017/2/11
R06,Individual,21,2017/2/11
R06,Individual,22,2017/2/11
R06,Individual,25,2017/2/11
R06,Individual,29,2017/2/11
R06,Individual,30,2017/2/11
R06,Individual,31,2017/2/11
R06,Individual,35,2017/2/11
R06,Individual,45,2017/2/11
R06,Individual,47,2017/2/11
R13,Corporate,66,2017/2/11
R13,Corporate,95,2017/2/11
R06,Individual,2,2017/2/12
R06,Individual,7,2017/2/12
R06,Individual,9,2017/2/12
R06,Individual,11,2017/2/12
R06,Individual,13,2017/2/12
R06,Individual,21,2017/2/12
R06,Individual,22,2017/2/12
R06,Individual,25,2017/2/12
R06,Individual,29,2017/2/12
R06,Individual,30,2017/2/12
R06,Individual,31,2017/2/12
R06,Individual,35,2017/2/12
R06,Individual,42,2017/2/12
R13,Corporate,66,2017/2/12
R02,Corporate,80,2017/2/13
R03,Corporate,68,2017/2/13
R04,Individual,35,2017/2/13
R06,Corporate,68,2017/2/13
R06,Individual,2,2017/2/13
R06,Individual,7,2017/2/13
R06,Individual,13,2017/2/13
R06,Individual,18,2017/2/13
R06,Individual,21,2017/2/13
R06,Individual,22,2017/2/13
R06,Individual,25,2017/2/13
R06,Individual,29,2017/2/13
R06,Individual,31,2017/2/13
R06,Individual,35,2017/2/13
R06,Individual,36,2017/2/13
R06,Individual,41,2017/2/13
R06,Individual,42,2017/2/13
R06,Individual,47,2017/2/13
R10,Corporate,68,2017/2/13
R11,Corporate,86,2017/2/13
R13,Corporate,65,2017/2/13
R13,Corporate,66,2017/2/13
R13,Corporate,68,2017/2/13
R13,Corporate,77,2017/2/13
R13,Corporate,78,2017/2/13
R13,Corporate,80,2017/2/13
R13,Corporate,86,2017/2/13
R13,Corporate,88,2017/2/13
R16,Corporate,86,2017/2/13
R01,Corporate,86,2017/2/14
R01,Corporate,88,2017/2/14
R02,Individual,39,2017/2/14
R03,Corporate,68,2017/2/14
R03,Corporate,77,2017/2/14
R03,Corporate,85,2017/2/14
R03,Corporate,86,2017/2/14
R03,Corporate,95,2017/2/14
R04,Individual,24,2017/2/14
R04,Individual,35,2017/2/14
R05,Corporate,85,2017/2/14
R05,Corporate,95,2017/2/14
R06,Corporate,68,2017/2/14
R06,Corporate,77,2017/2/14
R06,Corporate,85,2017/2/14
R06,Individual,1,2017/2/14
R06,Individual,2,2017/2/14
R06,Individual,3,2017/2/14
R06,Individual,7,2017/2/14
R06,Individual,13,2017/2/14
R06,Individual,18,2017/2/14
R06,Individual,21,2017/2/14
R06,Individual,22,2017/2/14
R06,Individual,25,2017/2/14
R06,Individual,29,2017/2/14
R06,Individual,30,2017/2/14
R06,Individual,31,2017/2/14
R06,Individual,35,2017/2/14
R06,Individual,36,2017/2/14
R06,Individual,39,2017/2/14
R06,Individual,42,2017/2/14
R06,Individual,47,2017/2/14
R07,Individual,35,2017/2/14
R10,Corporate,68,2017/2/14
R10,Corporate,77,2017/2/14
R10,Corporate,85,2017/2/14
R10,Corporate,86,2017/2/14
R10,Corporate,95,2017/2/14
R11,Corporate,86,2017/2/14
R11,Corporate,95,2017/2/14
R13,Corporate,66,2017/2/14
R13,Corporate,67,2017/2/14
R13,Corporate,68,2017/2/14
R13,Corporate,70,2017/2/14
R13,Corporate,77,2017/2/14
R13,Corporate,85,2017/2/14
R13,Corporate,86,2017/2/14
R13,Corporate,88,2017/2/14
R13,Corporate,95,2017/2/14
R16,Corporate,70,2017/2/14
R16,Corporate,83,2017/2/14
R16,Corporate,86,2017/2/14
R01,Corporate,88,2017/2/15
R02,Individual,15,2017/2/15
R03,Corporate,68,2017/2/15
R03,Corporate,78,2017/2/15
R03,Corporate,85,2017/2/15
R06,Corporate,68,2017/2/15
R06,Corporate,85,2017/2/15
R06,Individual,1,2017/2/15
R06,Individual,2,2017/2/15
R06,Individual,3,2017/2/15
R06,Individual,13,2017/2/15
R06,Individual,15,2017/2/15
R06,Individual,18,2017/2/15
R06,Individual,21,2017/2/15
R06,Individual,22,2017/2/15
R06,Individual,24,2017/2/15
R06,Individual,29,2017/2/15
R06,Individual,30,2017/2/15
R06,Individual,35,2017/2/15
R06,Individual,36,2017/2/15
R06,Individual,39,2017/2/15
R06,Individual,41,2017/2/15
R06,Individual,42,2017/2/15
R06,Individual,47,2017/2/15
R10,Corporate,68,2017/2/15
R10,Corporate,85,2017/2/15
R11,Corporate,86,2017/2/15
R11,Corporate,88,2017/2/15
R13,Corporate,65,2017/2/15
R13,Corporate,66,2017/2/15
R13,Corporate,68,2017/2/15
R13,Corporate,85,2017/2/15
R13,Corporate,86,2017/2/15
R13,Corporate,88,2017/2/15
R16,Corporate,86,2017/2/15
R01,Corporate,86,2017/2/16
R02,Corporate,69,2017/2/16
R03,Corporate,60,2017/2/16
R03,Corporate,64,2017/2/16
R03,Corporate,85,2017/2/16
R03,Corporate,86,2017/2/16
R04,Individual,35,2017/2/16
R05,Corporate,60,2017/2/16
R05,Corporate,64,2017/2/16
R05,Corporate,85,2017/2/16
R06,Corporate,85,2017/2/16
R06,Corporate,86,2017/2/16
R06,Individual,1,2017/2/16
R06,Individual,2,2017/2/16
R06,Individual,3,2017/2/16
R06,Individual,13,2017/2/16
R06,Individual,15,2017/2/16
R06,Individual,18,2017/2/16
R06,Individual,22,2017/2/16
R06,Individual,24,2017/2/16
R06,Individual,32,2017/2/16
R06,Individual,36,2017/2/16
R06,Individual,39,2017/2/16
R06,Individual,42,2017/2/16
R10,Corporate,60,2017/2/16
R10,Corporate,64,2017/2/16
R10,Corporate,85,2017/2/16
R10,Corporate,86,2017/2/16
R11,Corporate,64,2017/2/16
R11,Corporate,86,2017/2/16
R11,Corporate,95,2017/2/16
R13,Corporate,51,2017/2/16
R13,Corporate,60,2017/2/16
R13,Corporate,64,2017/2/16
R13,Corporate,65,2017/2/16
R13,Corporate,66,2017/2/16
R13,Corporate,68,2017/2/16
R13,Corporate,69,2017/2/16
R13,Corporate,85,2017/2/16
R13,Corporate,86,2017/2/16
R13,Corporate,88,2017/2/16
R13,Corporate,95,2017/2/16
R15,Corporate,51,2017/2/16
R15,Corporate,60,2017/2/16
R16,Corporate,60,2017/2/16
R16,Corporate,86,2017/2/16
R01,Individual,38,2017/2/17
R06,Individual,1,2017/2/17
R06,Individual,2,2017/2/17
R06,Individual,3,2017/2/17
R06,Individual,15,2017/2/17
R06,Individual,18,2017/2/17
R06,Individual,22,2017/2/17
R06,Individual,24,2017/2/17
R06,Individual,32,2017/2/17
R06,Individual,36,2017/2/17
R06,Individual,39,2017/2/17
R06,Individual,41,2017/2/17
R06,Individual,42,2017/2/17
R08,Individual,38,2017/2/17
R09,Individual,38,2017/2/17
R11,Corporate,86,2017/2/17
R11,Corporate,88,2017/2/17
R11,Corporate,95,2017/2/17
R11,Individual,38,2017/2/17
R13,Corporate,65,2017/2/17
R13,Corporate,66,2017/2/17
R13,Corporate,68,2017/2/17
R13,Corporate,69,2017/2/17
R13,Corporate,86,2017/2/17
R13,Corporate,88,2017/2/17
R13,Corporate,95,2017/2/17
R16,Corporate,86,2017/2/17
R06,Individual,1,2017/2/18
R06,Individual,2,2017/2/18
R06,Individual,3,2017/2/18
R06,Individual,15,2017/2/18
R06,Individual,18,2017/2/18
R06,Individual,22,2017/2/18
R06,Individual,24,2017/2/18
R06,Individual,32,2017/2/18
R06,Individual,36,2017/2/18
R06,Individual,39,2017/2/18
R06,Individual,42,2017/2/18
R06,Individual,49,2017/2/18
R13,Corporate,66,2017/2/18
R13,Corporate,95,2017/2/18
R06,Individual,1,2017/2/19
R06,Individual,2,2017/2/19
R06,Individual,3,2017/2/19
R06,Individual,4,2017/2/19
R06,Individual,18,2017/2/19
R06,Individual,22,2017/2/19
R06,Individual,24,2017/2/19
R06,Individual,32,2017/2/19
R06,Individual,36,2017/2/19
R06,Individual,39,2017/2/19
R06,Individual,40,2017/2/19
R06,Individual,41,2017/2/19
R13,Corporate,66,2017/2/19
R03,Corporate,95,2017/2/20
R04,Individual,24,2017/2/20
R04,Individual,43,2017/2/20
R05,Corporate,51,2017/2/20
R06,Individual,1,2017/2/20
R06,Individual,2,2017/2/20
R06,Individual,3,2017/2/20
R06,Individual,4,2017/2/20
R06,Individual,15,2017/2/20
R06,Individual,22,2017/2/20
R06,Individual,24,2017/2/20
R06,Individual,25,2017/2/20
R06,Individual,28,2017/2/20
R06,Individual,29,2017/2/20
R06,Individual,32,2017/2/20
R06,Individual,39,2017/2/20
R06,Individual,40,2017/2/20
R06,Individual,42,2017/2/20
R06,Individual,44,2017/2/20
R06,Individual,49,2017/2/20
R10,Corporate,95,2017/2/20
R11,Corporate,51,2017/2/20
R11,Corporate,86,2017/2/20
R13,Corporate,51,2017/2/20
R13,Corporate,66,2017/2/20
R13,Corporate,84,2017/2/20
R13,Corporate,86,2017/2/20
R13,Corporate,95,2017/2/20
R13,Corporate,96,2017/2/20
R15,Corporate,51,2017/2/20
R16,Corporate,86,2017/2/20
R01,Corporate,86,2017/2/21
R03,Corporate,85,2017/2/21
R04,Individual,9,2017/2/21
R05,Corporate,85,2017/2/21
R05,Corporate,95,2017/2/21
R06,Individual,2,2017/2/21
R06,Individual,4,2017/2/21
R06,Individual,6,2017/2/21
R06,Individual,15,2017/2/21
R06,Individual,22,2017/2/21
R06,Individual,24,2017/2/21
R06,Individual,25,2017/2/21
R06,Individual,28,2017/2/21
R06,Individual,29,2017/2/21
R06,Individual,32,2017/2/21
R06,Individual,35,2017/2/21
R06,Individual,39,2017/2/21
R06,Individual,40,2017/2/21
R06,Individual,42,2017/2/21
R06,Individual,44,2017/2/21
R06,Individual,49,2017/2/21
R08,Individual,21,2017/2/21
R08,Individual,25,2017/2/21
R10,Corporate,85,2017/2/21
R11,Corporate,54,2017/2/21
R11,Corporate,86,2017/2/21
R11,Corporate,95,2017/2/21
R13,Corporate,54,2017/2/21
R13,Corporate,59,2017/2/21
R13,Corporate,65,2017/2/21
R13,Corporate,66,2017/2/21
R13,Corporate,68,2017/2/21
R13,Corporate,69,2017/2/21
R13,Corporate,72,2017/2/21
R13,Corporate,76,2017/2/21
R13,Corporate,84,2017/2/21
R13,Corporate,85,2017/2/21
R13,Corporate,86,2017/2/21
R13,Corporate,95,2017/2/21
R16,Corporate,86,2017/2/21
R02,Corporate,88,2017/2/22
R03,Corporate,51,2017/2/22
R04,Individual,21,2017/2/22
R05,Corporate,51,2017/2/22
R05,Corporate,95,2017/2/22
R06,Individual,2,2017/2/22
R06,Individual,4,2017/2/22
R06,Individual,6,2017/2/22
R06,Individual,8,2017/2/22
R06,Individual,15,2017/2/22
R06,Individual,25,2017/2/22
R06,Individual,28,2017/2/22
R06,Individual,29,2017/2/22
R06,Individual,32,2017/2/22
R06,Individual,35,2017/2/22
R06,Individual,39,2017/2/22
R06,Individual,40,2017/2/22
R06,Individual,41,2017/2/22
R06,Individual,42,2017/2/22
R06,Individual,44,2017/2/22
R06,Individual,49,2017/2/22
R10,Corporate,51,2017/2/22
R11,Corporate,51,2017/2/22
R11,Corporate,54,2017/2/22
R11,Corporate,80,2017/2/22
R11,Corporate,86,2017/2/22
R11,Corporate,95,2017/2/22
R13,Corporate,51,2017/2/22
R13,Corporate,54,2017/2/22
R13,Corporate,66,2017/2/22
R13,Corporate,68,2017/2/22
R13,Corporate,80,2017/2/22
R13,Corporate,84,2017/2/22
R13,Corporate,85,2017/2/22
R13,Corporate,86,2017/2/22
R13,Corporate,88,2017/2/22
R13,Corporate,95,2017/2/22
R15,Corporate,51,2017/2/22
R16,Corporate,86,2017/2/22
R01,Corporate,86,2017/2/23
R02,Corporate,86,2017/2/23
R02,Individual,6,2017/2/23
R03,Corporate,51,2017/2/23
R03,Corporate,92,2017/2/23
R04,Individual,42,2017/2/23
R04,Individual,43,2017/2/23
R05,Corporate,52,2017/2/23
R05,Corporate,92,2017/2/23
R05,Corporate,95,2017/2/23
R06,Corporate,92,2017/2/23
R06,Individual,4,2017/2/23
R06,Individual,6,2017/2/23
R06,Individual,8,2017/2/23
R06,Individual,15,2017/2/23
R06,Individual,17,2017/2/23
R06,Individual,25,2017/2/23
R06,Individual,28,2017/2/23
R06,Individual,29,2017/2/23
R06,Individual,32,2017/2/23
R06,Individual,35,2017/2/23
R06,Individual,39,2017/2/23
R06,Individual,40,2017/2/23
R06,Individual,41,2017/2/23
R06,Individual,42,2017/2/23
R06,Individual,44,2017/2/23
R06,Individual,49,2017/2/23
R10,Corporate,51,2017/2/23
R10,Corporate,92,2017/2/23
R11,Corporate,51,2017/2/23
R11,Corporate,54,2017/2/23
R11,Corporate,86,2017/2/23
R11,Corporate,95,2017/2/23
R13,Corporate,51,2017/2/23
R13,Corporate,54,2017/2/23
R13,Corporate,66,2017/2/23
R13,Corporate,68,2017/2/23
R13,Corporate,83,2017/2/23
R13,Corporate,84,2017/2/23
R13,Corporate,86,2017/2/23
R13,Corporate,88,2017/2/23
R13,Corporate,90,2017/2/23
R13,Corporate,92,2017/2/23
R13,Corporate,95,2017/2/23
R13,Corporate,100,2017/2/23
R15,Corporate,51,2017/2/23
R15,Corporate,83,2017/2/23
R16,Corporate,70,2017/2/23
R16,Corporate,83,2017/2/23
R16,Corporate,86,2017/2/23
R02,Individual,13,2017/2/24
R03,Corporate,51,2017/2/24
R03,Corporate,66,2017/2/24
R03,Corporate,92,2017/2/24
R04,Individual,37,2017/2/24
R05,Corporate,51,2017/2/24
R05,Corporate,95,2017/2/24
R06,Corporate,92,2017/2/24
R06,Individual,4,2017/2/24
R06,Individual,6,2017/2/24
R06,Individual,8,2017/2/24
R06,Individual,15,2017/2/24
R06,Individual,17,2017/2/24
R06,Individual,25,2017/2/24
R06,Individual,29,2017/2/24
R06,Individual,35,2017/2/24
R06,Individual,39,2017/2/24
R06,Individual,40,2017/2/24
R06,Individual,41,2017/2/24
R06,Individual,42,2017/2/24
R06,Individual,44,2017/2/24
R06,Individual,48,2017/2/24
R06,Individual,49,2017/2/24
R10,Corporate,51,2017/2/24
R10,Corporate,66,2017/2/24
R10,Corporate,92,2017/2/24
R11,Corporate,51,2017/2/24
R11,Corporate,86,2017/2/24
R11,Corporate,95,2017/2/24
R13,Corporate,51,2017/2/24
R13,Corporate,54,2017/2/24
R13,Corporate,66,2017/2/24
R13,Corporate,72,2017/2/24
R13,Corporate,84,2017/2/24
R13,Corporate,86,2017/2/24
R13,Corporate,88,2017/2/24
R13,Corporate,92,2017/2/24
R13,Corporate,95,2017/2/24
R13,Corporate,96,2017/2/24
R15,Corporate,51,2017/2/24
R16,Corporate,86,2017/2/24
R06,Individual,4,2017/2/25
R06,Individual,6,2017/2/25
R06,Individual,8,2017/2/25
R06,Individual,15,2017/2/25
R06,Individual,16,2017/2/25
R06,Individual,17,2017/2/25
R06,Individual,25,2017/2/25
R06,Individual,28,2017/2/25
R06,Individual,29,2017/2/25
R06,Individual,32,2017/2/25
R06,Individual,35,2017/2/25
R06,Individual,39,2017/2/25
R06,Individual,40,2017/2/25
R06,Individual,42,2017/2/25
R06,Individual,48,2017/2/25
R13,Corporate,66,2017/2/25
R06,Individual,2,2017/2/26
R06,Individual,6,2017/2/26
R06,Individual,8,2017/2/26
R06,Individual,15,2017/2/26
R06,Individual,16,2017/2/26
R06,Individual,17,2017/2/26
R06,Individual,25,2017/2/26
R06,Individual,27,2017/2/26
R06,Individual,28,2017/2/26
R06,Individual,29,2017/2/26
R06,Individual,32,2017/2/26
R06,Individual,35,2017/2/26
R06,Individual,42,2017/2/26
R11,Corporate,66,2017/2/26
R13,Corporate,66,2017/2/26
R01,Corporate,88,2017/2/27
R02,Corporate,86,2017/2/27
R03,Corporate,60,2017/2/27
R03,Corporate,91,2017/2/27
R03,Corporate,92,2017/2/27
R03,Corporate,95,2017/2/27
R03,Corporate,100,2017/2/27
R05,Corporate,60,2017/2/27
R05,Corporate,91,2017/2/27
R05,Corporate,95,2017/2/27
R06,Corporate,92,2017/2/27
R06,Corporate,100,2017/2/27
R06,Individual,2,2017/2/27
R06,Individual,4,2017/2/27
R06,Individual,6,2017/2/27
R06,Individual,8,2017/2/27
R06,Individual,15,2017/2/27
R06,Individual,16,2017/2/27
R06,Individual,17,2017/2/27
R06,Individual,25,2017/2/27
R06,Individual,27,2017/2/27
R06,Individual,32,2017/2/27
R06,Individual,35,2017/2/27
R06,Individual,39,2017/2/27
R06,Individual,41,2017/2/27
R06,Individual,42,2017/2/27
R06,Individual,45,2017/2/27
R06,Individual,48,2017/2/27
R06,Individual,49,2017/2/27
R10,Corporate,60,2017/2/27
R10,Corporate,91,2017/2/27
R10,Corporate,92,2017/2/27
R10,Corporate,95,2017/2/27
R10,Corporate,100,2017/2/27
R11,Corporate,66,2017/2/27
R11,Corporate,86,2017/2/27
R11,Corporate,95,2017/2/27
R11,Corporate,100,2017/2/27
R13,Corporate,52,2017/2/27
R13,Corporate,54,2017/2/27
R13,Corporate,60,2017/2/27
R13,Corporate,66,2017/2/27
R13,Corporate,68,2017/2/27
R13,Corporate,69,2017/2/27
R13,Corporate,86,2017/2/27
R13,Corporate,88,2017/2/27
R13,Corporate,91,2017/2/27
R13,Corporate,92,2017/2/27
R13,Corporate,95,2017/2/27
R13,Corporate,100,2017/2/27
R15,Corporate,60,2017/2/27
R15,Corporate,91,2017/2/27
R15,Corporate,100,2017/2/27
R16,Corporate,60,2017/2/27
R16,Corporate,86,2017/2/27
R01,Corporate,69,2017/2/28
R03,Corporate,85,2017/2/28
R03,Corporate,91,2017/2/28
R03,Corporate,95,2017/2/28
R05,Corporate,85,2017/2/28
R05,Corporate,95,2017/2/28
R06,Individual,2,2017/2/28
R06,Individual,4,2017/2/28
R06,Individual,6,2017/2/28
R06,Individual,8,2017/2/28
R06,Individual,15,2017/2/28
R06,Individual,16,2017/2/28
R06,Individual,17,2017/2/28
R06,Individual,22,2017/2/28
R06,Individual,27,2017/2/28
R06,Individual,32,2017/2/28
R06,Individual,39,2017/2/28
R06,Individual,41,2017/2/28
R06,Individual,42,2017/2/28
R06,Individual,45,2017/2/28
R06,Individual,48,2017/2/28
R06,Individual,49,2017/2/28
R10,Corporate,85,2017/2/28
R10,Corporate,91,2017/2/28
R10,Corporate,95,2017/2/28
R11,Corporate,66,2017/2/28
R11,Corporate,86,2017/2/28
R11,Corporate,95,2017/2/28
R12,Corporate,59,2017/2/28
R12,Corporate,69,2017/2/28
R12,Corporate,76,2017/2/28
R12,Corporate,80,2017/2/28
R12,Corporate,85,2017/2/28
R12,Corporate,94,2017/2/28
R12,Corporate,100,2017/2/28
R13,Corporate,51,2017/2/28
R13,Corporate,52,2017/2/28
R13,Corporate,54,2017/2/28
R13,Corporate,66,2017/2/28
R13,Corporate,69,2017/2/28
R13,Corporate,72,2017/2/28
R13,Corporate,77,2017/2/28
R13,Corporate,85,2017/2/28
R13,Corporate,86,2017/2/28
R13,Corporate,88,2017/2/28
R13,Corporate,90,2017/2/28
R13,Corporate,91,2017/2/28
R13,Corporate,95,2017/2/28
R16,Corporate,86,2017/2/28
R03,Corporate,92,2017/3/1
R03,Corporate,95,2017/3/1
R05,Corporate,88,2017/3/1
R05,Corporate,92,2017/3/1
R05,Corporate,95,2017/3/1
R06,Corporate,92,2017/3/1
R06,Individual,2,2017/3/1
R06,Individual,4,2017/3/1
R06,Individual,6,2017/3/1
R06,Individual,8,2017/3/1
R06,Individual,15,2017/3/1
R06,Individual,16,2017/3/1
R06,Individual,17,2017/3/1
R06,Individual,22,2017/3/1
R06,Individual,27,2017/3/1
R06,Individual,32,2017/3/1
R06,Individual,39,2017/3/1
R06,Individual,41,2017/3/1
R06,Individual,42,2017/3/1
R06,Individual,45,2017/3/1
R06,Individual,48,2017/3/1
R06,Individual,49,2017/3/1
R10,Corporate,92,2017/3/1
R10,Corporate,95,2017/3/1
R11,Corporate,54,2017/3/1
R11,Corporate,95,2017/3/1
R13,Corporate,52,2017/3/1
R13,Corporate,54,2017/3/1
R13,Corporate,66,2017/3/1
R13,Corporate,72,2017/3/1
R13,Corporate,86,2017/3/1
R13,Corporate,88,2017/3/1
R13,Corporate,92,2017/3/1
R13,Corporate,95,2017/3/1
R16,Corporate,86,2017/3/1
R01,Corporate,88,2017/3/2
R03,Corporate,51,2017/3/2
R03,Corporate,52,2017/3/2
R03,Corporate,60,2017/3/2
R04,Individual,22,2017/3/2
R04,Individual,24,2017/3/2
R05,Corporate,51,2017/3/2
R05,Corporate,60,2017/3/2
R06,Individual,2,2017/3/2
R06,Individual,8,2017/3/2
R06,Individual,16,2017/3/2
R06,Individual,22,2017/3/2
R06,Individual,25,2017/3/2
R06,Individual,27,2017/3/2
R06,Individual,32,2017/3/2
R06,Individual,41,2017/3/2
R06,Individual,42,2017/3/2
R06,Individual,45,2017/3/2
R06,Individual,48,2017/3/2
R06,Individual,49,2017/3/2
R10,Corporate,51,2017/3/2
R10,Corporate,52,2017/3/2
R10,Corporate,60,2017/3/2
R10,Individual,34,2017/3/2
R11,Corporate,51,2017/3/2
R11,Corporate,54,2017/3/2
R11,Corporate,88,2017/3/2
R11,Corporate,95,2017/3/2
R13,Corporate,51,2017/3/2
R13,Corporate,52,2017/3/2
R13,Corporate,54,2017/3/2
R13,Corporate,60,2017/3/2
R13,Corporate,61,2017/3/2
R13,Corporate,66,2017/3/2
R13,Corporate,72,2017/3/2
R13,Corporate,77,2017/3/2
